parent,child,premise,conclusion,label
game,board game,games are daxable,board games are daxable,yes
electronic device,toaster,electronic devices are daxable,toasters are daxable,yes
plant,dandelion,plants are daxable,dandelions are daxable,yes
food,wallet,food is daxable,wallets are daxable,no
tool,brush,tools are daxable,brushes are daxable,yes
toiletry,cobra,toiletries are daxable,cobras are daxable,no
sea animal,lobster,sea animals are daxable,lobsters are daxable,yes
animal,cage,animals are daxable,cages are daxable,no
food,centrifuge,food is daxable,centrifuges are daxable,no
animal,peanut,animals are daxable,peanuts are daxable,no
toiletry,alpaca,toiletries are daxable,alpacas are daxable,no
toiletry,ink,toiletries are daxable,ink is daxable,no
mammal,pony,mammals are daxable,ponies are daxable,yes
kitchen tool,juicer,kitchen tools are daxable,juicers are daxable,yes
tool,handle,tools are daxable,handles are daxable,yes
mammal,antelope,mammals are daxable,antelopes are daxable,yes
auto part,station wagon,auto parts are daxable,station wagons are daxable,no
fastener,ratchet,fasteners are daxable,ratchets are daxable,no
weapon,sickle,weapons are daxable,sickles are daxable,no
electronic device,green beans,electronic devices are daxable,green beans are daxable,no
vegetable,cabbage,vegetables are daxable,cabbages are daxable,yes
food,nacho,food is daxable,nachos are daxable,yes
plant,daisy,plants are daxable,daisies are daxable,yes
food,taxi,food is daxable,taxis are daxable,no
food,sofa bed,food is daxable,sofa beds are daxable,no
food,folder,food is daxable,folders are daxable,no
tool,key,tools are daxable,keys are daxable,yes
food,piglet,food is daxable,piglets are daxable,no
mammal,clasp,mammals are daxable,clasps are daxable,no
food,corn,food is daxable,corn is daxable,yes
food,paper,food is daxable,paper is daxable,no
vehicle,cantaloupe,vehicles are daxable,cantaloupes are daxable,no
accessory,sock,accessories are daxable,socks are daxable,no
clothing,lingerie,clothing is daxable,lingerie is daxable,yes
weapon,cannonball,weapons are daxable,cannonballs are daxable,yes
toiletry,lip gloss,toiletries are daxable,lip glosses are daxable,yes
toiletry,camel,toiletries are daxable,camels are daxable,no
clothing,lab coat,clothing is daxable,lab coats are daxable,yes
animal,cabbage,animals are daxable,cabbages are daxable,no
clothing,seatbelt,clothing is daxable,seatbelts are daxable,no
food,combination lock,food is daxable,combination locks are daxable,no
food,belt buckle,food is daxable,belt buckles are daxable,no
container,applesauce,containers are daxable,applesauce is daxable,no
container,bottle,containers are daxable,bottles are daxable,yes
jewelry,panda,jewelry is daxable,pandas are daxable,no
headwear,bonnet,headwear is daxable,bonnets are daxable,yes
accessory,coat,accessories are daxable,coats are daxable,no
weapon,bow,weapons are daxable,a bow is daxable,yes
game,ticktacktoe,games are daxable,tick-tack-toe is daxable,yes
accessory,blazer,accessories are daxable,blazers are daxable,no
women's clothing,pantyhose,women's clothes are daxable,pantyhoses are daxable,yes
electronic device,microphone,electronic devices are daxable,microphones are daxable,yes
drink,chihuahua,drinks are daxable,chihuahuas are daxable,no
sea animal,sea urchin,sea animals are daxable,sea urchins are daxable,yes
musical instrument,triangle,musical instruments are daxable,triangles are daxable,yes
tool,lizard,tools are daxable,lizards are daxable,no
electronic device,ostrich,electronic devices are daxable,ostriches are daxable,no
animal,reindeer,animals are daxable,reindeers are daxable,yes
toy,jigsaw puzzle,toys are daxable,jigsaw puzzles are daxable,no
vehicle,bike,vehicles are daxable,bikes are daxable,yes
food,underwear,food is daxable,underwear is daxable,no
toy,slingshot,toys are daxable,slingshots are daxable,yes
food,mop,food is daxable,mops are daxable,no
tool,calamari,tools are daxable,calamari is daxable,no
fastener,chain,fasteners are daxable,chains are daxable,yes
tool,file,tools are daxable,files are daxable,yes
animal,boa,animals are daxable,boas are daxable,no
school supply,chalkboard,school supplies are daxable,chalkboards are daxable,yes
animal,butterfly,animals are daxable,butterflies are daxable,yes
school supply,stapler,school supplies are daxable,staplers are daxable,yes
office supply,coleslaw,office supplies are daxable,coleslaws are daxable,no
women's clothing,tube top,women's clothes are daxable,tube tops are daxable,yes
game,jigsaw puzzle,games are daxable,jigsaw puzzles are daxable,yes
candy,cotton candy,candy is daxable,cotton candy is daxable,yes
toy,noodle,toys are daxable,noodles are daxable,no
food,cd player,food is daxable,cd players are daxable,no
fruit,mango,fruits are daxable,mangoes are daxable,yes
plant,television,plants are daxable,televisions are daxable,no
food,oatmeal,food is daxable,oatmeal is daxable,yes
food,rocking chair,food is daxable,rocking chairs are daxable,no
fastener,pocketknife,fasteners are daxable,pocketknives are daxable,no
sea animal,walrus,sea animals are daxable,walruses are daxable,yes
vehicle,motorcycle,vehicles are daxable,motorcycles are daxable,yes
clothing,insole,clothing is daxable,insoles are daxable,no
vehicle,submarine,vehicles are daxable,submarines are daxable,yes
weapon,mulberry,weapons are daxable,mulberries are daxable,no
clothing,pants,clothing is daxable,pants are daxable,yes
animal,lion,animals are daxable,lions are daxable,yes
school supply,staple,school supplies are daxable,staples are daxable,no
container,pie,containers are daxable,pies are daxable,no
animal,goose,animals are daxable,geese are daxable,yes
furniture,wallpaper,furniture is daxable,wallpapers are daxable,no
animal,rhinoceros,animals are daxable,rhinos are daxable,yes
weapon,cleaver,weapons are daxable,cleavers are daxable,yes
mammal,jukebox,mammals are daxable,jukeboxes are daxable,no
toy,marker,toys are daxable,markers are daxable,no
mammal,penguin,mammals are daxable,penguins are daxable,no
food,sock,food is daxable,socks are daxable,no
fastener,brownie,fasteners are daxable,brownies are daxable,no
food,pig,food is daxable,pigs are daxable,yes
plant,printer,plants are daxable,printers are daxable,no
food,skewer,food is daxable,skewers are daxable,no
tool,chicken wire,tools are daxable,chicken wires are daxable,yes
food,lasagna,food is daxable,lasagna is daxable,yes
tool,light switch,tools are daxable,light switches are daxable,yes
protective clothing,spacesuit,protective clothing is daxable,spacesuits are daxable,yes
clothing,kneepad,clothing is daxable,kneepads are daxable,no
women's clothing,blouse,women's clothes are daxable,blouses are daxable,yes
footwear,boot,footwear is daxable,boots are daxable,yes
sea animal,shark,sea animals are daxable,sharks are daxable,yes
container,mug,containers are daxable,mugs are daxable,yes
furniture,piano,furniture is daxable,pianos are daxable,no
plant,smoke alarm,plants are daxable,smoke alarms are daxable,no
animal,mulberry,animals are daxable,mulberries are daxable,no
electronic device,handbrake,electronic devices are daxable,handbrakes are daxable,no
vegetable,gondola,vegetables are daxable,gondolas are daxable,no
drink,syrup,drinks are daxable,syrups are daxable,no
furniture,chest,furniture is daxable,chests are daxable,yes
animal,weasel,animals are daxable,weasels are daxable,yes
tool,shopping cart,tools are daxable,shopping carts are daxable,no
food,croissant,food is daxable,croissants are daxable,yes
plant,cello,plants are daxable,cellos are daxable,no
kitchen tool,spoon,kitchen tools are daxable,spoons are daxable,yes
tool,letter opener,tools are daxable,letter openers are daxable,yes
mammal,crab,mammals are daxable,crabs are daxable,no
container,filing cabinet,containers are daxable,filing cabinets are daxable,yes
mammal,goat,mammals are daxable,goats are daxable,yes
food,cereal,food is daxable,cereals are daxable,yes
food,rollerskate,food is daxable,rollerskates are daxable,no
plant,mint,plants are daxable,mint is daxable,yes
office supply,folder,office supplies are daxable,folders are daxable,yes
insect,bug,insects are daxable,bugs are daxable,yes
musical instrument,harp,musical instruments are daxable,harps are daxable,yes
food,poster,food is daxable,posters are daxable,no
food,popcorn,food is daxable,popcorn is daxable,yes
tool,omelet,tools are daxable,omelets are daxable,no
food,mug,food is daxable,mugs are daxable,no
animal,odometer,animals are daxable,odometers are daxable,no
electronic device,turtle,electronic devices are daxable,turtles are daxable,no
weapon,corkscrew,weapons are daxable,corkscrews are daxable,no
headwear,lettuce,headwear is daxable,a lettuce is daxable,no
food,ballot box,food is daxable,ballot boxes are daxable,no
dessert,station wagon,desserts are daxable,station wagons are daxable,no
vegetable,beet,vegetables are daxable,beets are daxable,yes
candy,nut,candy is daxable,nuts are daxable,no
animal,octopus,animals are daxable,an octopus is daxable,yes
clothing,outfit,clothing is daxable,outfits are daxable,yes
weapon,metal detector,weapons are daxable,metal detectors are daxable,no
tool,wire,tools are daxable,wires are daxable,yes
toy,tricycle,toys are daxable,tricycles are daxable,no
mammal,mongoose,mammals are daxable,mongooses are daxable,yes
food,eggnog,food is daxable,eggnog is daxable,no
home decor,omelet,home decor is daxable,omelets are daxable,no
food,book,food is daxable,books are daxable,no
clothing,spareribs,clothing is daxable,spareribs are daxable,no
musical instrument,raisin,musical instruments are daxable,raisins are daxable,no
condiment,peanut butter,condiments are daxable,peanut butter is daxable,yes
mammal,bottle,mammals are daxable,bottles are daxable,no
mammal,yak,mammals are daxable,yaks are daxable,yes
fruit,grape,fruits are daxable,grapes are daxable,yes
toiletry,shower cap,toiletries are daxable,shower caps are daxable,yes
food,jalapeno,food is daxable,jalapenoes are daxable,yes
accessory,dress,accessories are daxable,dresses are daxable,no
plant,clipper,plants are daxable,clippers are daxable,no
tool,tape measure,tools are daxable,tape measures are daxable,yes
home decor,album,home decor is daxable,albums are daxable,yes
water vehicle,snowmobile,water vehicles are daxable,snowmobiles are daxable,no
outerwear,robe,outerwear is daxable,robes are daxable,no
home decor,noodle,home decor is daxable,noodles are daxable,no
fastener,velcro,fasteners are daxable,velcros are daxable,yes
container,jug,containers are daxable,jugs are daxable,yes
musical instrument,horn,musical instruments are daxable,horns are daxable,yes
musical instrument,monkey,musical instruments are daxable,monkeys are daxable,no
kitchen equipment,hawk,kitchen equipment is daxable,hawks are daxable,no
food,dynamite,food is daxable,dynamites are daxable,no
footwear,sock,footwear is daxable,socks are daxable,yes
bird,cd player,birds are daxable,cd players are daxable,no
animal,wolf,animals are daxable,wolves are daxable,yes
container,granola,containers are daxable,granola is daxable,no
mammal,puffin,mammals are daxable,puffins are daxable,no
jewelry,hairpin,jewelry is daxable,hairpins are daxable,yes
vegetable,radish,vegetables are daxable,radishes are daxable,yes
women's clothing,suit,women's clothes are daxable,suits are daxable,no
container,birdbath,containers are daxable,birdbaths are daxable,yes
tool,rope,tools are daxable,ropes are daxable,yes
weapon,cannon,weapons are daxable,cannons are daxable,yes
home decor,frog,home decor is daxable,frogs are daxable,no
food,zucchini,food is daxable,zucchini is daxable,yes
food,jellyfish,food is daxable,jellyfish are daxable,no
fruit,cranberry,fruits are daxable,cranberries are daxable,yes
container,grille,containers are daxable,grilles are daxable,no
condiment,suitcase,condiments are daxable,suitcases are daxable,no
dessert,rollerblade,desserts are daxable,rollerblades are daxable,no
dessert,nacho,desserts are daxable,nachos are daxable,no
