model,model-type,concept1,concept2,raw-counts,accuracy
vicuna,lm,champagne,alcohol,"(4, 4)",100
vicuna,lm,champagne,beverage,"(4, 4)",100
vicuna,lm,tunnel,passageway,"(4, 4)",100
vicuna,lm,girl,person,"(104, 115)",90.43478261
vicuna,lm,sail,piece of cloth,"(2, 3)",66.66666667
vicuna,lm,sail,clothing,"(2, 3)",66.66666667
vicuna,lm,ketchup,condiment,"(2, 2)",100
vicuna,lm,ketchup,food,"(2, 2)",100
vicuna,lm,condiment,food,"(4, 5)",80
vicuna,lm,dispenser,container,"(5, 5)",100
vicuna,lm,bun,bread,"(2, 3)",66.66666667
vicuna,lm,bun,baked good,"(2, 3)",66.66666667
vicuna,lm,bun,food,"(2, 3)",66.66666667
vicuna,lm,planter,pot,"(10, 13)",76.92307692
vicuna,lm,planter,vessel,"(8, 13)",61.53846154
vicuna,lm,planter,container,"(10, 13)",76.92307692
vicuna,lm,urinal,plumbing fixture,"(3, 4)",75
vicuna,lm,urinal,fixture,"(3, 4)",75
vicuna,lm,plumbing fixture,fixture,"(144, 154)",93.50649351
vicuna,lm,branch,stalk,"(8, 8)",100
vicuna,lm,suit,garment,"(5, 7)",71.42857143
vicuna,lm,suit,clothing,"(6, 7)",85.71428571
vicuna,lm,sauce,condiment,"(3, 3)",100
vicuna,lm,sauce,food,"(2, 3)",66.66666667
vicuna,lm,puddle,body of water,"(4, 4)",100
vicuna,lm,shoe,footwear,"(49, 54)",90.74074074
vicuna,lm,shoe,covering,"(45, 54)",83.33333333
vicuna,lm,hallway,corridor,"(1, 2)",50
vicuna,lm,hallway,passage,"(0, 2)",0
vicuna,lm,corridor,passage,"(0, 1)",0
vicuna,lm,cucumber,vegetable,"(0, 0)",0
vicuna,lm,cucumber,produce,"(0, 0)",0
vicuna,lm,cucumber,food,"(0, 0)",0
vicuna,lm,toothbrush,brush,"(44, 45)",97.77777778
vicuna,lm,toothbrush,tool,"(29, 45)",64.44444444
vicuna,lm,purse,bag,"(46, 51)",90.19607843
vicuna,lm,purse,container,"(39, 51)",76.47058824
vicuna,lm,picture,artwork,"(65, 81)",80.24691358
vicuna,lm,picture,art,"(67, 81)",82.71604938
vicuna,lm,uniform,clothing,"(17, 20)",85
vicuna,lm,pitcher,athlete,"(6, 8)",75
vicuna,lm,pitcher,person,"(6, 8)",75
vicuna,lm,cookie,baked good,"(3, 4)",75
vicuna,lm,cookie,food,"(4, 4)",100
vicuna,lm,lemon,citrus fruit,"(8, 8)",100
vicuna,lm,lemon,fruit,"(8, 8)",100
vicuna,lm,lemon,food,"(5, 8)",62.5
vicuna,lm,citrus fruit,fruit,"(16, 16)",100
vicuna,lm,citrus fruit,food,"(12, 16)",75
vicuna,lm,bowl,vessel,"(76, 88)",86.36363636
vicuna,lm,bowl,container,"(77, 88)",87.5
vicuna,lm,racket,sports equiment,"(315, 374)",84.22459893
vicuna,lm,sausage,meat,"(4, 5)",80
vicuna,lm,sausage,food,"(5, 5)",100
vicuna,lm,bookshelf,shelf,"(28, 31)",90.32258065
vicuna,lm,drawer,container,"(40, 57)",70.1754386
vicuna,lm,couch,seat,"(39, 44)",88.63636364
vicuna,lm,couch,furniture,"(41, 44)",93.18181818
vicuna,lm,trash,waste,"(3, 4)",75
vicuna,lm,wool,clothing,"(1, 1)",100
vicuna,lm,bike,motor vehicle,"(93, 124)",75
vicuna,lm,bike,wheeled vehicle,"(109, 124)",87.90322581
vicuna,lm,bike,vehicle,"(108, 124)",87.09677419
vicuna,lm,vest,garment,"(2, 2)",100
vicuna,lm,vest,clothing,"(1, 2)",50
vicuna,lm,napkin,table linen,"(99, 127)",77.95275591
vicuna,lm,napkin,linen,"(92, 127)",72.44094488
vicuna,lm,napkin,covering,"(98, 127)",77.16535433
vicuna,lm,table linen,linen,"(156, 181)",86.1878453
vicuna,lm,table linen,covering,"(150, 181)",82.87292818
vicuna,lm,linen,covering,"(139, 162)",85.80246914
vicuna,lm,audience,gathering,"(1, 1)",100
vicuna,lm,audience,group,"(1, 1)",100
vicuna,lm,gathering,group,"(3, 4)",75
vicuna,lm,coat,garment,"(216, 241)",89.62655602
vicuna,lm,coat,clothing,"(203, 241)",84.23236515
vicuna,lm,surfboard,board,"(428, 455)",94.06593407
vicuna,lm,pan,kitchen utensil,"(21, 24)",87.5
vicuna,lm,pan,utensil,"(21, 24)",87.5
vicuna,lm,policeman,person,"(3, 3)",100
vicuna,lm,ring,jewelry,"(16, 19)",84.21052632
vicuna,lm,ring,ornament,"(15, 19)",78.94736842
vicuna,lm,ring,decoration,"(16, 19)",84.21052632
vicuna,lm,hat,headgear,"(221, 271)",81.5498155
vicuna,lm,hat,covering,"(204, 271)",75.27675277
vicuna,lm,couple,people,"(7, 7)",100
vicuna,lm,bicycle,wheeled vehicle,"(15, 17)",88.23529412
vicuna,lm,bicycle,vehicle,"(16, 17)",94.11764706
vicuna,lm,surfer,athlete,"(39, 39)",100
vicuna,lm,surfer,person,"(39, 39)",100
vicuna,lm,cow,cattle,"(280, 305)",91.80327869
vicuna,lm,cow,mammal,"(269, 305)",88.19672131
vicuna,lm,cow,vertebrate,"(264, 305)",86.55737705
vicuna,lm,cow,animal,"(283, 305)",92.78688525
vicuna,lm,tray,receptacle,"(40, 43)",93.02325581
vicuna,lm,tray,container,"(41, 43)",95.34883721
vicuna,lm,receptacle,container,"(40, 40)",100
vicuna,lm,fur,animal skin,"(23, 23)",100
vicuna,lm,boy,person,"(142, 144)",98.61111111
vicuna,lm,house,building,"(40, 43)",93.02325581
vicuna,lm,house,structure,"(38, 43)",88.37209302
vicuna,lm,jeep,car,"(6, 6)",100
vicuna,lm,jeep,motor vehicle,"(6, 6)",100
vicuna,lm,jeep,wheeled vehicle,"(6, 6)",100
vicuna,lm,jeep,vehicle,"(5, 6)",83.33333333
vicuna,lm,fish,vertebrate,"(4, 5)",80
vicuna,lm,fish,animal,"(5, 5)",100
vicuna,lm,dog,canine,"(982, 1055)",93.08056872
vicuna,lm,dog,mammal,"(947, 1055)",89.76303318
vicuna,lm,dog,vertebrate,"(922, 1055)",87.39336493
vicuna,lm,dog,animal,"(1000, 1055)",94.78672986
vicuna,lm,canine,mammal,"(947, 1028)",92.12062257
vicuna,lm,canine,vertebrate,"(918, 1028)",89.29961089
vicuna,lm,canine,animal,"(989, 1028)",96.20622568
vicuna,lm,chicken,domestic fowl,"(26, 29)",89.65517241
vicuna,lm,chicken,bird,"(26, 29)",89.65517241
vicuna,lm,chicken,vertebrate,"(23, 29)",79.31034483
vicuna,lm,chicken,animal,"(26, 29)",89.65517241
vicuna,lm,domestic fowl,bird,"(25, 28)",89.28571429
vicuna,lm,domestic fowl,vertebrate,"(23, 28)",82.14285714
vicuna,lm,domestic fowl,animal,"(25, 28)",89.28571429
vicuna,lm,placemat,pad,"(22, 23)",95.65217391
vicuna,lm,tie,neckwear,"(1, 1)",100
vicuna,lm,tie,garment,"(1, 1)",100
vicuna,lm,tie,clothing,"(1, 1)",100
vicuna,lm,neckwear,garment,"(1, 1)",100
vicuna,lm,neckwear,clothing,"(1, 1)",100
vicuna,lm,foil,sheet metal,"(2, 3)",66.66666667
vicuna,lm,foil,sheet,"(3, 3)",100
vicuna,lm,sheet metal,sheet,"(2, 2)",100
vicuna,lm,driver,person,"(2, 2)",100
vicuna,lm,television,electronic device,"(60, 71)",84.50704225
vicuna,lm,television,device,"(58, 71)",81.69014085
vicuna,lm,earring,jewelry,"(2, 2)",100
vicuna,lm,earring,ornament,"(1, 2)",50
vicuna,lm,earring,decoration,"(1, 2)",50
vicuna,lm,spatula,kitchen utensil,"(8, 13)",61.53846154
vicuna,lm,spatula,utensil,"(9, 13)",69.23076923
vicuna,lm,ocean,body of water,"(49, 52)",94.23076923
vicuna,lm,jacket,coat,"(158, 174)",90.8045977
vicuna,lm,jacket,garment,"(145, 174)",83.33333333
vicuna,lm,jacket,clothing,"(135, 174)",77.5862069
vicuna,lm,pouch,bag,"(7, 8)",87.5
vicuna,lm,pouch,container,"(7, 8)",87.5
vicuna,lm,counter,table,"(48, 73)",65.75342466
vicuna,lm,counter,furniture,"(58, 73)",79.45205479
vicuna,lm,fan,device,"(3, 3)",100
vicuna,lm,liquor,alcohol,"(2, 2)",100
vicuna,lm,liquor,beverage,"(2, 2)",100
vicuna,lm,elephant,mammal,"(215, 229)",93.88646288
vicuna,lm,elephant,vertebrate,"(215, 229)",93.88646288
vicuna,lm,elephant,animal,"(221, 229)",96.50655022
vicuna,lm,tent,shelter,"(11, 12)",91.66666667
vicuna,lm,tent,structure,"(11, 12)",91.66666667
vicuna,lm,shelter,structure,"(12, 12)",100
vicuna,lm,juice,beverage,"(13, 13)",100
vicuna,lm,phone,electronic device,"(85, 91)",93.40659341
vicuna,lm,phone,device,"(82, 91)",90.10989011
vicuna,lm,platform,structure,"(20, 20)",100
vicuna,lm,dock,enclosure,"(8, 11)",72.72727273
vicuna,lm,football,ball,"(9, 10)",90
vicuna,lm,football,sports equipment,"(9, 10)",90
vicuna,lm,football,equipment,"(10, 10)",100
vicuna,lm,monitor,electronic device,"(10, 10)",100
vicuna,lm,monitor,device,"(9, 10)",90
vicuna,lm,frog,amphibian,"(3, 3)",100
vicuna,lm,frog,vertebrate,"(2, 3)",66.66666667
vicuna,lm,frog,animal,"(3, 3)",100
vicuna,lm,amphibian,vertebrate,"(2, 3)",66.66666667
vicuna,lm,amphibian,animal,"(3, 3)",100
vicuna,lm,beard,hair,"(12, 12)",100
vicuna,lm,milk,beverage,"(7, 7)",100
vicuna,lm,tire,hoop,"(46, 71)",64.78873239
vicuna,lm,tire,band,"(41, 71)",57.74647887
vicuna,lm,tire,strip,"(39, 71)",54.92957746
vicuna,lm,hoop,band,"(37, 47)",78.72340426
vicuna,lm,hoop,strip,"(37, 47)",78.72340426
vicuna,lm,broccoli,vegetable,"(16, 18)",88.88888889
vicuna,lm,broccoli,produce,"(15, 18)",83.33333333
vicuna,lm,broccoli,food,"(14, 18)",77.77777778
vicuna,lm,floor,horizontal surface,"(254, 293)",86.6894198
vicuna,lm,floor,surface,"(276, 293)",94.19795222
vicuna,lm,horizontal surface,surface,"(266, 272)",97.79411765
vicuna,lm,cyclist,rider,"(4, 4)",100
vicuna,lm,cyclist,traveler,"(3, 4)",75
vicuna,lm,cyclist,person,"(4, 4)",100
vicuna,lm,rider,traveler,"(3, 4)",75
vicuna,lm,rider,person,"(4, 4)",100
vicuna,lm,bottle,vessel,"(86, 103)",83.49514563
vicuna,lm,bottle,container,"(92, 103)",89.32038835
vicuna,lm,lettuce,salad green,"(1, 1)",100
vicuna,lm,lettuce,vegetable,"(1, 1)",100
vicuna,lm,lettuce,produce,"(1, 1)",100
vicuna,lm,lettuce,food,"(1, 1)",100
vicuna,lm,salad green,vegetable,"(1, 1)",100
vicuna,lm,salad green,produce,"(1, 1)",100
vicuna,lm,salad green,food,"(1, 1)",100
vicuna,lm,can,container,"(30, 38)",78.94736842
vicuna,lm,batter,athlete,"(4, 5)",80
vicuna,lm,batter,person,"(3, 5)",60
vicuna,lm,wristband,band,"(7, 7)",100
vicuna,lm,wristband,strip,"(3, 7)",42.85714286
vicuna,lm,newspaper,paper,"(10, 10)",100
vicuna,lm,biker,traveler,"(0, 2)",0
vicuna,lm,biker,person,"(1, 2)",50
vicuna,lm,package,container,"(3, 3)",100
vicuna,lm,keyboard,electronic device,"(14, 17)",82.35294118
vicuna,lm,keyboard,device,"(10, 17)",58.82352941
vicuna,lm,luggage,case,"(7, 8)",87.5
vicuna,lm,luggage,container,"(6, 8)",75
vicuna,lm,jersey,shirt,"(10, 14)",71.42857143
vicuna,lm,jersey,garment,"(12, 14)",85.71428571
vicuna,lm,jersey,clothing,"(10, 14)",71.42857143
vicuna,lm,candle,source of illumination,"(36, 47)",76.59574468
vicuna,lm,basket,container,"(10, 10)",100
vicuna,lm,desk,table,"(86, 104)",82.69230769
vicuna,lm,desk,furniture,"(91, 104)",87.5
vicuna,lm,kangaroo,mammal,"(3, 3)",100
vicuna,lm,kangaroo,vertebrate,"(2, 3)",66.66666667
vicuna,lm,kangaroo,animal,"(3, 3)",100
vicuna,lm,airplane,aircraft,"(237, 250)",94.8
vicuna,lm,airplane,vehicle,"(214, 250)",85.6
vicuna,lm,tablecloth,table linen,"(69, 74)",93.24324324
vicuna,lm,tablecloth,linen,"(59, 74)",79.72972973
vicuna,lm,tablecloth,covering,"(57, 74)",77.02702703
vicuna,lm,sea,body of water,"(0, 0)",0
vicuna,lm,lady,woman,"(21, 21)",100
vicuna,lm,lady,adult,"(19, 21)",90.47619048
vicuna,lm,lady,person,"(20, 21)",95.23809524
vicuna,lm,notepad,pad,"(5, 5)",100
vicuna,lm,bathtub,vessel,"(12, 12)",100
vicuna,lm,bathtub,container,"(12, 12)",100
vicuna,lm,snowboarder,person,"(13, 14)",92.85714286
vicuna,lm,snowboard,board,"(119, 124)",95.96774194
vicuna,lm,drum,percussion instrument,"(1, 1)",100
vicuna,lm,drum,musical instrument,"(1, 1)",100
vicuna,lm,drum,device,"(1, 1)",100
vicuna,lm,percussion instrument,musical instrument,"(1, 1)",100
vicuna,lm,percussion instrument,device,"(1, 1)",100
vicuna,lm,orange,citrus fruit,"(8, 8)",100
vicuna,lm,orange,fruit,"(8, 8)",100
vicuna,lm,orange,food,"(7, 8)",87.5
vicuna,lm,dress,woman's clothing,"(10, 11)",90.90909091
vicuna,lm,dress,clothing,"(8, 11)",72.72727273
vicuna,lm,cart,wagon,"(5, 6)",83.33333333
vicuna,lm,cart,wheeled vehicle,"(5, 6)",83.33333333
vicuna,lm,cart,vehicle,"(4, 6)",66.66666667
vicuna,lm,wagon,wheeled vehicle,"(5, 7)",71.42857143
vicuna,lm,wagon,vehicle,"(4, 7)",57.14285714
vicuna,lm,oven,kitchen appliance,"(50, 54)",92.59259259
vicuna,lm,oven,home appliance,"(49, 54)",90.74074074
vicuna,lm,oven,appliance,"(51, 54)",94.44444444
vicuna,lm,pavement,paved surface,"(9, 9)",100
vicuna,lm,pavement,horizontal surface,"(8, 9)",88.88888889
vicuna,lm,pavement,surface,"(9, 9)",100
vicuna,lm,paved surface,horizontal surface,"(8, 9)",88.88888889
vicuna,lm,paved surface,surface,"(9, 9)",100
vicuna,lm,antenna,electrical device,"(2, 3)",66.66666667
vicuna,lm,antenna,device,"(2, 3)",66.66666667
vicuna,lm,electrical device,device,"(2, 2)",100
vicuna,lm,soap,toiletry,"(15, 18)",83.33333333
vicuna,lm,tractor,wheeled vehicle,"(15, 15)",100
vicuna,lm,tractor,vehicle,"(15, 15)",100
vicuna,lm,lid,top,"(30, 40)",75
vicuna,lm,lid,woman's clothing,"(28, 40)",70
vicuna,lm,lid,clothing,"(27, 40)",67.5
vicuna,lm,wok,pan,"(1, 1)",100
vicuna,lm,wok,kitchen utensil,"(0, 1)",0
vicuna,lm,wok,utensil,"(0, 1)",0
vicuna,lm,pencil,writing tool,"(1, 1)",100
vicuna,lm,comforter,bedding,"(14, 14)",100
vicuna,lm,comforter,covering,"(14, 14)",100
vicuna,lm,sponge,absorbent material,"(10, 15)",66.66666667
vicuna,lm,notebook,book,"(14, 17)",82.35294118
vicuna,lm,pen,writing device,"(11, 15)",73.33333333
vicuna,lm,dumpster,container,"(4, 6)",66.66666667
vicuna,lm,chandelier,light fixture,"(4, 4)",100
vicuna,lm,chandelier,fixture,"(4, 4)",100
vicuna,lm,light fixture,fixture,"(4, 4)",100
vicuna,lm,helmet,headgear,"(230, 263)",87.45247148
vicuna,lm,helmet,covering,"(214, 263)",81.36882129
vicuna,lm,sink,plumbing fixture,"(141, 164)",85.97560976
vicuna,lm,sink,fixture,"(141, 164)",85.97560976
vicuna,lm,fork,cutlery,"(212, 240)",88.33333333
vicuna,lm,hose,tube,"(10, 13)",76.92307692
vicuna,lm,truck,motor vehicle,"(142, 153)",92.81045752
vicuna,lm,truck,wheeled vehicle,"(141, 153)",92.15686275
vicuna,lm,truck,vehicle,"(140, 153)",91.50326797
vicuna,lm,ship,water vehicle,"(1, 2)",50
vicuna,lm,ship,vehicle,"(1, 2)",50
vicuna,lm,soup,food,"(2, 2)",100
vicuna,lm,watch,instrument,"(19, 24)",79.16666667
vicuna,lm,watch,device,"(21, 24)",87.5
vicuna,lm,doll,toy,"(12, 12)",100
vicuna,lm,microwave,kitchen appliance,"(54, 56)",96.42857143
vicuna,lm,microwave,home appliance,"(53, 56)",94.64285714
vicuna,lm,microwave,appliance,"(53, 56)",94.64285714
vicuna,lm,donkey,equine,"(3, 4)",75
vicuna,lm,donkey,mammal,"(4, 4)",100
vicuna,lm,donkey,vertebrate,"(4, 4)",100
vicuna,lm,donkey,animal,"(4, 4)",100
vicuna,lm,farmer,person,"(0, 1)",0
vicuna,lm,bracelet,band,"(14, 21)",66.66666667
vicuna,lm,bracelet,strip,"(15, 21)",71.42857143
vicuna,lm,card,paper,"(2, 2)",100
vicuna,lm,skateboard,board,"(303, 337)",89.91097923
vicuna,lm,poster,sign,"(5, 6)",83.33333333
vicuna,lm,bench,seat,"(377, 440)",85.68181818
vicuna,lm,bench,furniture,"(368, 440)",83.63636364
vicuna,lm,cupboard,furniture,"(5, 5)",100
vicuna,lm,patio,area,"(2, 2)",100
vicuna,lm,crowd,gathering,"(3, 3)",100
vicuna,lm,crowd,group,"(2, 3)",66.66666667
qwen,lm,bedspread,bedding,"(7, 7)",100
qwen,lm,bedspread,covering,"(7, 7)",100
qwen,lm,bedding,covering,"(130, 133)",97.7443609
qwen,lm,giraffe,mammal,"(279, 315)",88.57142857
qwen,lm,giraffe,vertebrate,"(264, 315)",83.80952381
qwen,lm,giraffe,animal,"(291, 315)",92.38095238
qwen,lm,mammal,vertebrate,"(3888, 4194)",92.70386266
qwen,lm,mammal,animal,"(4127, 4194)",98.40247973
qwen,lm,vertebrate,animal,"(4193, 4320)",97.06018519
qwen,lm,bunny,rabbit,"(21, 22)",95.45454545
qwen,lm,bunny,mammal,"(22, 22)",100
qwen,lm,bunny,vertebrate,"(18, 22)",81.81818182
qwen,lm,bunny,animal,"(21, 22)",95.45454545
qwen,lm,rabbit,mammal,"(22, 22)",100
qwen,lm,rabbit,vertebrate,"(18, 22)",81.81818182
qwen,lm,rabbit,animal,"(22, 22)",100
qwen,lm,mask,protective covering,"(3, 3)",100
qwen,lm,mask,covering,"(3, 3)",100
qwen,lm,protective covering,covering,"(94, 107)",87.85046729
qwen,lm,dishwasher,home appliance,"(10, 10)",100
qwen,lm,dishwasher,appliance,"(10, 10)",100
qwen,lm,home appliance,appliance,"(209, 213)",98.12206573
qwen,lm,bed,bedroom furniture,"(129, 137)",94.16058394
qwen,lm,bed,furniture,"(129, 137)",94.16058394
qwen,lm,bedroom furniture,furniture,"(129, 131)",98.47328244
qwen,lm,flower,plant,"(68, 70)",97.14285714
qwen,lm,burner,heating element,"(7, 7)",100
qwen,lm,station,facility,"(10, 11)",90.90909091
qwen,lm,bread,baked good,"(5, 5)",100
qwen,lm,bread,food,"(5, 5)",100
qwen,lm,baked good,food,"(146, 156)",93.58974359
qwen,lm,blender,mixer,"(10, 11)",90.90909091
qwen,lm,blender,kitchen utensil,"(9, 11)",81.81818182
qwen,lm,blender,utensil,"(9, 11)",81.81818182
qwen,lm,mixer,kitchen utensil,"(9, 10)",90
qwen,lm,mixer,utensil,"(9, 10)",90
qwen,lm,kitchen utensil,utensil,"(66, 70)",94.28571429
qwen,lm,sculpture,artwork,"(3, 3)",100
qwen,lm,sculpture,art,"(3, 3)",100
qwen,lm,artwork,art,"(99, 104)",95.19230769
qwen,lm,skateboarder,athlete,"(18, 18)",100
qwen,lm,skateboarder,person,"(17, 18)",94.44444444
qwen,lm,athlete,person,"(87, 88)",98.86363636
qwen,lm,cooker,kitchen utensil,"(3, 4)",75
qwen,lm,cooker,utensil,"(3, 4)",75
qwen,lm,paddle,bat,"(4, 6)",66.66666667
qwen,lm,paddle,club,"(4, 6)",66.66666667
qwen,lm,paddle,stick,"(4, 6)",66.66666667
qwen,lm,bat,club,"(95, 146)",65.06849315
qwen,lm,bat,stick,"(111, 146)",76.02739726
qwen,lm,club,stick,"(89, 105)",84.76190476
qwen,lm,baseball,game,"(9, 13)",69.23076923
qwen,lm,ginger,spice,"(1, 2)",50
qwen,lm,ginger,food,"(1, 2)",50
qwen,lm,spice,food,"(1, 1)",100
qwen,lm,lamp,furniture,"(28, 37)",75.67567568
qwen,lm,owl,bird of prey,"(4, 4)",100
qwen,lm,owl,bird,"(4, 4)",100
qwen,lm,owl,vertebrate,"(4, 4)",100
qwen,lm,owl,animal,"(4, 4)",100
qwen,lm,bird of prey,bird,"(15, 17)",88.23529412
qwen,lm,bird of prey,vertebrate,"(14, 17)",82.35294118
qwen,lm,bird of prey,animal,"(14, 17)",82.35294118
qwen,lm,bird,vertebrate,"(287, 337)",85.16320475
qwen,lm,bird,animal,"(302, 337)",89.61424332
qwen,lm,tomato,vegetable,"(1, 1)",100
qwen,lm,tomato,produce,"(1, 1)",100
qwen,lm,tomato,food,"(1, 1)",100
qwen,lm,vegetable,produce,"(101, 108)",93.51851852
qwen,lm,vegetable,food,"(106, 108)",98.14814815
qwen,lm,produce,food,"(100, 104)",96.15384615
qwen,lm,cage,enclosure,"(1, 2)",50
qwen,lm,bear,mammal,"(245, 271)",90.40590406
qwen,lm,bear,vertebrate,"(226, 271)",83.39483395
qwen,lm,bear,animal,"(254, 271)",93.72693727
qwen,lm,clock,instrument,"(235, 410)",57.31707317
qwen,lm,clock,device,"(329, 410)",80.24390244
qwen,lm,instrument,device,"(259, 294)",88.0952381
qwen,lm,suitcase,baggage,"(29, 29)",100
qwen,lm,suitcase,case,"(29, 29)",100
qwen,lm,suitcase,container,"(29, 29)",100
qwen,lm,baggage,case,"(29, 29)",100
qwen,lm,baggage,container,"(29, 29)",100
qwen,lm,case,container,"(32, 35)",91.42857143
qwen,lm,blanket,bedding,"(104, 114)",91.22807018
qwen,lm,blanket,covering,"(103, 114)",90.35087719
qwen,lm,glaze,topping,"(1, 1)",100
qwen,lm,glaze,garnish,"(1, 1)",100
qwen,lm,topping,garnish,"(1, 1)",100
qwen,lm,dish,container,"(15, 15)",100
qwen,lm,bus,motor vehicle,"(180, 192)",93.75
qwen,lm,bus,wheeled vehicle,"(180, 192)",93.75
qwen,lm,bus,vehicle,"(186, 192)",96.875
qwen,lm,motor vehicle,wheeled vehicle,"(761, 787)",96.69631512
qwen,lm,motor vehicle,vehicle,"(762, 787)",96.82337992
qwen,lm,wheeled vehicle,vehicle,"(810, 846)",95.74468085
qwen,lm,roadway,road,"(3, 3)",100
qwen,lm,building,structure,"(100, 111)",90.09009009
qwen,lm,wall,partition,"(223, 255)",87.45098039
qwen,lm,wall,structure,"(239, 255)",93.7254902
qwen,lm,partition,structure,"(215, 231)",93.07359307
qwen,lm,robe,garment,"(2, 2)",100
qwen,lm,robe,clothing,"(2, 2)",100
qwen,lm,garment,clothing,"(932, 980)",95.10204082
qwen,lm,laptop,personal computer,"(179, 188)",95.21276596
qwen,lm,laptop,computer,"(181, 188)",96.27659574
qwen,lm,laptop,electronic device,"(173, 188)",92.0212766
qwen,lm,laptop,device,"(164, 188)",87.23404255
qwen,lm,personal computer,computer,"(179, 181)",98.89502762
qwen,lm,personal computer,electronic device,"(167, 181)",92.26519337
qwen,lm,personal computer,device,"(159, 181)",87.84530387
qwen,lm,computer,electronic device,"(169, 183)",92.34972678
qwen,lm,computer,device,"(160, 183)",87.43169399
qwen,lm,electronic device,device,"(355, 384)",92.44791667
qwen,lm,pond,lake,"(6, 7)",85.71428571
qwen,lm,pond,body of water,"(7, 7)",100
qwen,lm,lake,body of water,"(42, 43)",97.6744186
qwen,lm,bug,insect,"(1, 1)",100
qwen,lm,bug,invertebrate,"(1, 1)",100
qwen,lm,bug,animal,"(1, 1)",100
qwen,lm,insect,invertebrate,"(1, 1)",100
qwen,lm,insect,animal,"(1, 1)",100
qwen,lm,invertebrate,animal,"(1, 1)",100
qwen,lm,carrot,root vegetable,"(83, 87)",95.40229885
qwen,lm,carrot,vegetable,"(80, 87)",91.95402299
qwen,lm,carrot,produce,"(77, 87)",88.50574713
qwen,lm,carrot,food,"(83, 87)",95.40229885
qwen,lm,root vegetable,vegetable,"(83, 87)",95.40229885
qwen,lm,root vegetable,produce,"(80, 87)",91.95402299
qwen,lm,root vegetable,food,"(85, 87)",97.70114943
qwen,lm,bathroom,room,"(5, 5)",100
qwen,lm,bathroom,area,"(4, 5)",80
qwen,lm,room,area,"(163, 172)",94.76744186
qwen,lm,blind,protective covering,"(98, 111)",88.28828829
qwen,lm,blind,covering,"(97, 111)",87.38738739
qwen,lm,skier,athlete,"(12, 12)",100
qwen,lm,skier,person,"(12, 12)",100
qwen,lm,necklace,jewelry,"(12, 13)",92.30769231
qwen,lm,necklace,ornament,"(12, 13)",92.30769231
qwen,lm,necklace,decoration,"(12, 13)",92.30769231
qwen,lm,jewelry,ornament,"(31, 38)",81.57894737
qwen,lm,jewelry,decoration,"(32, 38)",84.21052632
qwen,lm,ornament,decoration,"(33, 34)",97.05882353
qwen,lm,refrigerator,home appliance,"(52, 58)",89.65517241
qwen,lm,refrigerator,appliance,"(54, 58)",93.10344828
qwen,lm,sweater,garment,"(16, 18)",88.88888889
qwen,lm,sweater,clothing,"(15, 18)",83.33333333
qwen,lm,motorcycle,motor vehicle,"(86, 93)",92.47311828
qwen,lm,motorcycle,wheeled vehicle,"(86, 93)",92.47311828
qwen,lm,motorcycle,vehicle,"(87, 93)",93.5483871
qwen,lm,van,motor vehicle,"(7, 9)",77.77777778
qwen,lm,van,wheeled vehicle,"(9, 9)",100
qwen,lm,van,vehicle,"(8, 9)",88.88888889
qwen,lm,sweatshirt,sweater,"(9, 11)",81.81818182
qwen,lm,sweatshirt,garment,"(9, 11)",81.81818182
qwen,lm,sweatshirt,clothing,"(7, 11)",63.63636364
qwen,lm,zebra,equine,"(457, 495)",92.32323232
qwen,lm,zebra,mammal,"(445, 495)",89.8989899
qwen,lm,zebra,vertebrate,"(420, 495)",84.84848485
qwen,lm,zebra,animal,"(464, 495)",93.73737374
