idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
2305,drum,percussion instrument,boat,drums are a type of percussion instrument,drums are a type of boat
2306,drum,percussion instrument,amphibian,drums are a type of percussion instrument,drums are a type of amphibian
2307,drum,percussion instrument,establishment,drums are a type of percussion instrument,drums are a type of establishment
2308,drum,percussion instrument,rock,drums are a type of percussion instrument,drums are a type of rock
2309,drum,musical instrument,barrier,drums are a type of musical instrument,drums are a type of barrier
2310,drum,musical instrument,headgear,drums are a type of musical instrument,drums are a type of headgear
2311,drum,musical instrument,ball,drums are a type of musical instrument,drums are a type of ball
2312,drum,musical instrument,shirt,drums are a type of musical instrument,drums are a type of shirt
2313,drum,device,electronic device,drums are a type of device,drums are a type of electronic device
2314,drum,device,motor vehicle,drums are a type of device,drums are a type of motor vehicle
2315,drum,device,road,drums are a type of device,drums are a type of road
2316,drum,device,woody plant,drums are a type of device,drums are a type of woody plant
2317,orange,citrus fruit,amphibian,oranges are a type of citrus fruit,oranges are a type of amphibian
2318,orange,citrus fruit,pad,oranges are a type of citrus fruit,oranges are a type of pad
2319,orange,citrus fruit,wagon,oranges are a type of citrus fruit,oranges are a type of wagon
2320,orange,citrus fruit,surface,oranges are a type of citrus fruit,oranges are a type of surface
2321,orange,fruit,absorbent material,oranges are a type of fruit,oranges are a type of absorbent material
2322,orange,fruit,clothing,oranges are a type of fruit,oranges are a type of clothing
2323,orange,fruit,succulent,oranges are a type of fruit,oranges are a type of succulent
2324,orange,fruit,lake,oranges are a type of fruit,oranges are a type of lake
2325,orange,food,partition,oranges are a type of food,oranges are a type of partition
2326,orange,food,group,oranges are a type of food,oranges are a type of group
2327,orange,food,vegetable,oranges are a type of food,oranges are a type of vegetable
2328,orange,food,toiletry,oranges are a type of food,oranges are a type of toiletry
2329,dress,woman's clothing,motor vehicle,dresses are a type of women's clothing,dresses are a type of motor vehicle
2330,dress,woman's clothing,condiment,dresses are a type of women's clothing,dresses are a type of condiment
2331,dress,woman's clothing,bat,dresses are a type of women's clothing,dresses are a type of bat
2332,dress,woman's clothing,way,dresses are a type of women's clothing,dresses are a type of way
2333,dress,clothing,woman,dresses are a type of clothing,dresses are a type of woman
2334,dress,clothing,paper,dresses are a type of clothing,dresses are a type of paper
2335,dress,clothing,salad green,dresses are a type of clothing,dresses are a type of salad green
2336,dress,clothing,computer,dresses are a type of clothing,dresses are a type of computer
2337,pastry,baked good,baggage,pastries are a type of baked good,pastries are a type of baggage
2338,pastry,baked good,topping,pastries are a type of baked good,pastries are a type of topping
2339,pastry,baked good,toy,pastries are a type of baked good,pastries are a type of toy
2340,pastry,baked good,meat,pastries are a type of baked good,pastries are a type of meat
2341,pastry,food,way,pastries are a type of food,pastries are a type of way
2342,pastry,food,equine,pastries are a type of food,pastries are a type of equine
2343,pastry,food,sports equipment,pastries are a type of food,pastries are a type of sports equipment
2344,pastry,food,tabletop,pastries are a type of food,pastries are a type of tabletop
2345,cart,wagon,soil,carts are a type of wagon,carts are a type of soil
2346,cart,wagon,artwork,carts are a type of wagon,carts are a type of artwork
2347,cart,wagon,spice,carts are a type of wagon,carts are a type of spice
2348,cart,wagon,neckwear,carts are a type of wagon,carts are a type of neckwear
2349,cart,wheeled vehicle,heating element,carts are a type of wheeled vehicle,carts are a type of heating element
2350,cart,wheeled vehicle,bird,carts are a type of wheeled vehicle,carts are a type of bird
2351,cart,wheeled vehicle,work surface,carts are a type of wheeled vehicle,carts are a type of work surface
2352,cart,wheeled vehicle,seat,carts are a type of wheeled vehicle,carts are a type of seat
2353,cart,vehicle,citrus fruit,carts are a type of vehicle,carts are a type of citrus fruit
2354,cart,vehicle,shelter,carts are a type of vehicle,carts are a type of shelter
2355,cart,vehicle,artwork,carts are a type of vehicle,carts are a type of artwork
2356,cart,vehicle,partition,carts are a type of vehicle,carts are a type of partition
2357,oven,kitchen appliance,athlete,ovens are a type of kitchen appliance,ovens are a type of athlete
2358,oven,kitchen appliance,bird,ovens are a type of kitchen appliance,ovens are a type of bird
2359,oven,kitchen appliance,fruit,ovens are a type of kitchen appliance,ovens are a type of fruit
2360,oven,kitchen appliance,keyboard instrument,ovens are a type of kitchen appliance,ovens are a type of keyboard instrument
2361,oven,home appliance,rabbit,ovens are a type of home appliance,ovens are a type of rabbit
2362,oven,home appliance,liquid,ovens are a type of home appliance,ovens are a type of liquid
2363,oven,home appliance,linen,ovens are a type of home appliance,ovens are a type of linen
2364,oven,home appliance,book,ovens are a type of home appliance,ovens are a type of book
2365,oven,appliance,woody plant,ovens are a type of appliance,ovens are a type of woody plant
2366,oven,appliance,stalk,ovens are a type of appliance,ovens are a type of stalk
2367,oven,appliance,woman's clothing,ovens are a type of appliance,ovens are a type of women's clothing
2368,oven,appliance,people,ovens are a type of appliance,ovens are a type of people
2369,pavement,paved surface,decoration,pavements are a type of paved surface,pavements are a type of decoration
2370,pavement,paved surface,man,pavements are a type of paved surface,pavements are a type of man
2371,pavement,paved surface,sweater,pavements are a type of paved surface,pavements are a type of sweater
2372,pavement,paved surface,grassland,pavements are a type of paved surface,pavements are a type of grassland
2373,pavement,horizontal surface,computer,pavements are a type of horizontal surface,pavements are a type of computer
2374,pavement,horizontal surface,boat,pavements are a type of horizontal surface,pavements are a type of boat
2375,pavement,horizontal surface,cleaning tool,pavements are a type of horizontal surface,pavements are a type of cleaning tool
2376,pavement,horizontal surface,athlete,pavements are a type of horizontal surface,pavements are a type of athlete
2377,pavement,surface,topping,pavements are a type of surface,pavements are a type of topping
2378,pavement,surface,rod,pavements are a type of surface,pavements are a type of rod
2379,pavement,surface,person,pavements are a type of surface,pavements are a type of person
2380,pavement,surface,garnish,pavements are a type of surface,pavements are a type of garnish
2381,antenna,electrical device,shelf,an antenna is a type of electrical device,an antenna is a type of shelf
2382,antenna,electrical device,case,an antenna is a type of electrical device,an antenna is a type of case
2383,antenna,electrical device,sweater,an antenna is a type of electrical device,an antenna is a type of sweater
2384,antenna,electrical device,pan,an antenna is a type of electrical device,an antenna is a type of pan
2385,antenna,device,plant,an antenna is a type of device,an antenna is a type of plant
2386,antenna,device,piece of cloth,an antenna is a type of device,an antenna is a type of piece of cloth
2387,antenna,device,facility,an antenna is a type of device,an antenna is a type of facility
2388,antenna,device,plumbing fixture,an antenna is a type of device,an antenna is a type of plumbing fixture
2389,soap,toiletry,plant,soaps are a type of toiletry,soaps are a type of plant
2390,soap,toiletry,brush,soaps are a type of toiletry,soaps are a type of brush
2391,soap,toiletry,tube,soaps are a type of toiletry,soaps are a type of tube
2392,soap,toiletry,top,soaps are a type of toiletry,soaps are a type of top
2393,tractor,wheeled vehicle,jar,tractors are a type of wheeled vehicle,tractors are a type of jar
2394,tractor,wheeled vehicle,container,tractors are a type of wheeled vehicle,tractors are a type of container
2395,tractor,wheeled vehicle,salad green,tractors are a type of wheeled vehicle,tractors are a type of salad green
2396,tractor,wheeled vehicle,book,tractors are a type of wheeled vehicle,tractors are a type of book
2397,tractor,vehicle,pad,tractors are a type of vehicle,tractors are a type of pad
2398,tractor,vehicle,club,tractors are a type of vehicle,tractors are a type of club
2399,tractor,vehicle,liquid,tractors are a type of vehicle,tractors are a type of liquid
2400,tractor,vehicle,flatware,tractors are a type of vehicle,tractors are a type of flatware
2401,lid,top,absorbent material,lids are a type of top,lids are a type of absorbent material
2402,lid,top,domestic fowl,lids are a type of top,lids are a type of domestic fowl
