premise,conclusion,hypernymy,similarity_raw,similarity_binary,premise_form,conclusion_form
weapon,rifle,yes,0.8455970287322998,high,weapons,rifles
auto part,artichoke,no,0.09489312767982483,low,auto parts,artichokes
food,snack,yes,0.7826604247093201,high,food,snacks
food,pepperoni,yes,0.7909009456634521,high,food,pepperonis
plant,leek,yes,0.9089295864105225,high,plants,leeks
fruit,potato,no,0.8733959794044495,high,fruits,potatoes
accessory,fur coat,no,0.7634072303771973,high,accessories,fur coats
accessory,shawl,yes,0.8146149516105652,high,accessories,shawls
breakfast,syrup,yes,0.722490668296814,low,breakfasts,syrups
clothing,underwear,yes,0.8364518284797668,high,clothing,underwear
container,water bottle,yes,0.3293626308441162,low,containers,water bottles
animal,pocketknife,no,0.11955862492322922,low,animals,pocketknives
auto part,grille,yes,0.7853115797042847,high,auto parts,grilles
tool,wedge,yes,0.6991556882858276,high,tools,wedges
animal,bullet,no,0.1250537484884262,low,animals,bullets
food,nightstand,no,0.13811832666397095,low,food,nightstands
food,piecrust,yes,0.7381908297538757,high,food,piecrusts
food,bun,yes,0.7924594283103943,high,food,buns
auto part,truck,no,0.8036952018737793,high,auto parts,trucks
electronic device,engine,no,0.6532485485076904,high,electronic devices,engines
toiletry,washcloth,yes,0.5847052931785583,low,toiletries,washcloths
breakfast,marmalade,yes,0.7911126613616943,low,breakfasts,marmalade
vehicle,seaplane,yes,0.8901971578598022,high,vehicles,seaplanes
container,dustpan,yes,0.46567726135253906,low,containers,dustpans
kitchen equipment,burner,yes,0.8040868639945984,high,kitchen equipment,burners
fruit,orange,yes,0.8880140781402588,high,fruits,oranges
clothing,mitten,yes,0.7942858934402466,high,clothing,mittens
food,clam,yes,0.6596079468727112,high,food,clams
vehicle,coffee bean,no,0.10837804526090622,low,vehicles,coffee beans
toy,scooter,yes,0.47834303975105286,low,toys,scooters
container,biscuit,no,0.11195182800292969,low,containers,biscuits
food,calamari,yes,0.8004308342933655,high,food,calamari
drink,milk,yes,0.945576548576355,high,drinks,milk
tool,scraper,yes,0.875922441482544,high,tools,scrapers
tool,gasket,no,0.7893344163894653,high,tools,gaskets
vegetable,zucchini,yes,0.8489047288894653,high,vegetables,zucchini
food,lighter,no,0.14200341701507568,low,food,lighter
mammal,pocketknife,no,0.10423527657985687,low,mammals,pocketknives
tool,scalpel,yes,0.811421275138855,high,tools,scalpels
plant,headlight,no,0.08235633373260498,low,plants,headlights
animal,airbag,no,0.12096109241247177,low,animals,airbags
home decor,bun,no,0.19756567478179932,low,home decor,buns
food,coil,no,0.14708226919174194,low,food,coils
fastener,hammer,no,0.7096964716911316,high,fasteners,hammers
tool,doorknocker,yes,0.7563791871070862,high,tools,doorknockers
tool,faucet,yes,0.7159130573272705,high,tools,faucets
candy,gum,yes,0.7916896939277649,low,candy,gums
bird,pigeon,yes,0.9281716346740723,high,birds,pigeons
livestock,goose,yes,0.9093027710914612,high,livestocks,geese
food,t-shirt,no,0.1407548487186432,low,food,t-shirts
school supply,ruler,yes,0.7236960530281067,high,school supplies,rulers
kitchen tool,bottle opener,yes,0.7121695876121521,low,kitchen tools,bottle openers
breakfast,buffet,no,0.8746885657310486,high,breakfasts,buffets
container,water heater,yes,0.538002610206604,low,containers,water heaters
mammal,puppy,yes,0.8976169228553772,high,mammals,puppies
clothing,walker,no,0.6865349411964417,high,clothing,walkers
animal,fly,yes,0.8117643594741821,high,animals,flies
dessert,cake,yes,0.8988576531410217,high,desserts,cakes
clothing,jacket,yes,0.871551513671875,high,clothing,jackets
fruit,sweeper,no,0.086484894156456,low,fruits,sweepers
mammal,hummingbird,no,0.8604171872138977,high,mammals,hummingbirds
animal,grapevine,no,0.5664210915565491,high,animals,grapevines
vehicle,unicycle,yes,0.7530962228775024,high,vehicles,unicycles
clothing,oyster,no,0.15257495641708374,low,clothing,oysters
condiment,crepe,no,0.8218557238578796,high,condiments,crepes
food,lettuce,yes,0.7584919333457947,high,food,lettuce
clothing,washcloth,no,0.6499552130699158,high,clothing,washcloths
container,pan,yes,0.26485639810562134,low,containers,pans
container,bowl,yes,0.23462821543216705,low,containers,bowls
sea animal,sardine,yes,0.8377072215080261,high,sea animals,sardines
mammal,piglet,yes,0.9090946316719055,high,mammals,piglets
animal,toad,yes,0.8690055012702942,high,animals,toads
clothing,spacesuit,yes,0.7519586086273193,high,clothing,spacesuits
furniture,spinach,no,0.11826813966035843,low,furniture,spinach
garden tool,trowel,yes,0.8446471095085144,high,garden tools,trowels
kitchen tool,donkey,no,0.09918837249279022,low,kitchen tools,donkeys
medical equipment,rabbit,no,0.12074457854032516,low,medical equipment,rabbits
animal,terrarium,no,0.40554794669151306,high,animals,terrariums
clothing,armor,yes,0.5916329026222229,high,clothing,armor
protective clothing,glove,yes,0.68394535779953,high,protective clothing,gloves
vegetable,rickshaw,no,0.09782319515943527,high,vegetables,rickshaws
home decor,doily,yes,0.5650762319564819,high,home decor,doilies
fruit,mulberry,yes,0.8937771320343018,high,fruits,mulberries
bird,hawk,yes,0.9329570531845093,high,birds,hawks
tool,mallet,yes,0.8735703825950623,high,tools,mallets
kitchen tool,parrot,no,0.09878150373697281,low,kitchen tools,parrots
tool,paperclip,no,0.7829121947288513,high,tools,paperclips
electronic device,switch,no,0.6960378885269165,high,electronic devices,switches
electronic device,cabbage,no,0.12170581519603729,low,electronic devices,cabbages
container,hatbox,yes,0.517625093460083,low,containers,hatboxes
vegetable,gourd,yes,0.8555387854576111,high,vegetables,gourds
food,cannonball,no,0.5501909255981445,high,food,cannonballs
food,pretzel,yes,0.7774315476417542,high,food,pretzels
food,berry,yes,0.7964982986450195,high,food,berries
auto part,granola,no,0.09368151426315308,low,auto parts,granola
musical instrument,trumpet,yes,0.9125657677650452,high,musical instruments,trumpets
mammal,vulture,no,0.9051483273506165,high,mammals,vultures
food,seafood,yes,0.7698686718940735,high,food,seafood
bird,eagle,yes,0.9538774490356445,high,birds,eagles
livestock,duck,yes,0.8910531997680664,high,livestocks,ducks
mammal,wrench,no,0.10248339921236038,low,mammals,wrenches
clothing,hairspray,no,0.6458755731582642,high,clothing,hairsprays
tool,horn,no,0.7417415976524353,high,tools,horns
medical equipment,floss,no,0.6782105565071106,high,medical equipment,flosses
mammal,toothbrush,no,0.10184997320175171,low,mammals,toothbrushes
mammal,monkey,yes,0.8967317938804626,high,mammals,monkeys
home decor,candle,yes,0.5293405652046204,high,home decor,candles
vegetable,raspberry,no,0.8460193872451782,high,vegetables,raspberries
electronic device,treadmill,yes,0.6672712564468384,high,electronic devices,treadmills
water vehicle,train,no,0.8358832597732544,high,water vehicles,trains
breakfast,bacon,yes,0.8525998592376709,low,breakfasts,bacon
women's clothing,leggings,yes,0.885513961315155,low,women's clothes,leggings
food,clipper,no,0.3795344829559326,high,food,clippers
furniture,step stool,yes,0.8248819708824158,high,furniture,step stools
plant,marijuana,yes,0.9507596492767334,high,plants,marijuana
animal,coyote,yes,0.8855827450752258,high,animals,coyotes
electronic device,pear,no,0.11731915175914764,low,electronic devices,pears
food,taco,yes,0.8057126998901367,high,food,tacos
candy,pepperoni,no,0.8488271832466125,high,candy,pepperonis
toiletry,seal,no,0.13463111221790314,low,toiletries,seals
home decor,calf,no,0.201180100440979,low,home decor,calves
outerwear,sweater,no,0.8904892206192017,high,outerwear,sweaters
sea animal,goldfish,no,0.865861713886261,high,sea animals,goldfish
food,egg,yes,0.7705675959587097,high,food,eggs
office supply,pencil,yes,0.7823801636695862,high,office supplies,pencils
food,pomegranate,yes,0.7838950157165527,high,food,pomegranates
food,handle,no,0.13628676533699036,low,food,handles
food,bamboo,no,0.4531230032444,high,food,bamboos
candy,candy bar,yes,0.8173462152481079,low,candy,candy bars
animal,aquarium,no,0.585046648979187,high,animals,aquariums
tool,chainsaw,yes,0.8879185318946838,high,tools,chainsaws
game,videogame,yes,0.7566548585891724,low,games,videogames
animal,checkers,no,0.11954646557569504,low,animals,checkers
animal,nail polish,no,0.12117181718349457,low,animals,nail polish
food,grater,no,0.4210330843925476,high,food,graters
container,subway,no,0.7946956753730774,high,containers,subways
breakfast,croissant,yes,0.888296902179718,high,breakfasts,croissants
musical instrument,flute,yes,0.9208357930183411,high,musical instruments,flutes
breakfast,baklava,no,0.8809993863105774,high,breakfasts,baklavas
condiment,computer screen,no,0.12036772072315216,low,condiments,computer screens
drink,juice,yes,0.9401845335960388,high,drinks,juices
clothing,turtleneck,yes,0.8707596063613892,high,clothing,turtlenecks
toiletry,walrus,no,0.13664959371089935,low,toiletries,walruses
tool,button,yes,0.7021135091781616,high,tools,buttons
bird,goose,yes,0.9151604771614075,high,birds,geese
tool,hummus,no,0.10128554701805115,low,tools,hummus
women's clothing,patty,no,0.1506544053554535,low,women's clothes,patties
electronic device,kettle,no,0.6265242099761963,high,electronic devices,kettles
container,pancake,no,0.1160062775015831,low,containers,pancakes
game,board game,yes,0.8764650225639343,high,games,board games
electronic device,toaster,yes,0.7620142102241516,high,electronic devices,toasters
plant,dandelion,yes,0.7862228155136108,low,plants,dandelions
food,wallet,no,0.13229450583457947,low,food,wallets
tool,brush,yes,0.531073272228241,high,tools,brushes
toiletry,cobra,no,0.1349138766527176,low,toiletries,cobras
sea animal,lobster,yes,0.8365722894668579,high,sea animals,lobsters
animal,cage,no,0.3994528353214264,high,animals,cages
food,centrifuge,no,0.1332045942544937,low,food,centrifuges
animal,peanut,no,0.3873736262321472,high,animals,peanuts
toiletry,alpaca,no,0.1368427723646164,low,toiletries,alpacas
toiletry,ink,no,0.6225398778915405,high,toiletries,ink
mammal,pony,yes,0.929486870765686,high,mammals,ponies
kitchen tool,juicer,yes,0.6965757012367249,low,kitchen tools,juicers
tool,handle,yes,0.858043909072876,high,tools,handles
mammal,antelope,yes,0.9281882643699646,high,mammals,antelopes
auto part,station wagon,no,0.7856892347335815,high,auto parts,station wagons
fastener,ratchet,no,0.7080269455909729,high,fasteners,ratchets
weapon,sickle,no,0.7706454396247864,high,weapons,sickles
electronic device,green beans,no,0.12062766402959824,low,electronic devices,green beans
vegetable,cabbage,yes,0.8604832291603088,high,vegetables,cabbages
food,nacho,yes,0.7967575788497925,high,food,nachos
plant,daisy,yes,0.9201794862747192,high,plants,daisies
food,taxi,no,0.13648702204227448,low,food,taxis
food,sofa bed,no,0.14809158444404602,low,food,sofa beds
food,folder,no,0.138458713889122,low,food,folders
tool,key,yes,0.7845926880836487,high,tools,keys
food,piglet,no,0.44518718123435974,high,food,piglets
mammal,clasp,no,0.10221950709819794,low,mammals,clasps
food,corn,yes,0.7968012094497681,high,food,corn
food,paper,no,0.14203116297721863,low,food,paper
vehicle,cantaloupe,no,0.11026155203580856,low,vehicles,cantaloupes
accessory,sock,no,0.7773585915565491,high,accessories,socks
clothing,lingerie,yes,0.8556370735168457,high,clothing,lingerie
weapon,cannonball,yes,0.40213489532470703,high,weapons,cannonballs
toiletry,lip gloss,yes,0.8202018737792969,high,toiletries,lip glosses
toiletry,camel,no,0.13534289598464966,low,toiletries,camels
clothing,lab coat,yes,0.7786011099815369,high,clothing,lab coats
animal,cabbage,no,0.44131356477737427,high,animals,cabbages
clothing,seatbelt,no,0.5943872928619385,high,clothing,seatbelts
food,combination lock,no,0.13482147455215454,low,food,combination locks
food,belt buckle,no,0.13633936643600464,low,food,belt buckles
container,applesauce,no,0.11314436793327332,low,containers,applesauce
container,bottle,yes,0.3577491343021393,low,containers,bottles
jewelry,panda,no,0.09673082083463669,low,jewelry,pandas
headwear,bonnet,yes,0.860156774520874,high,headwear,bonnets
accessory,coat,no,0.795508623123169,high,accessories,coats
weapon,bow,yes,0.5078089237213135,high,weapons,bow
game,ticktacktoe,yes,0.8495467305183411,high,games,tick-tack-toe
accessory,blazer,no,0.7796556949615479,high,accessories,blazers
women's clothing,pantyhose,yes,0.8648201823234558,low,women's clothes,pantyhoses
electronic device,microphone,yes,0.6838647723197937,high,electronic devices,microphones
drink,chihuahua,no,0.11641488969326019,low,drinks,chihuahuas
sea animal,sea urchin,yes,0.7642702460289001,high,sea animals,sea urchins
musical instrument,triangle,yes,0.8535459637641907,high,musical instruments,triangles
tool,lizard,no,0.09779039025306702,low,tools,lizards
electronic device,ostrich,no,0.11875060945749283,low,electronic devices,ostriches
animal,reindeer,yes,0.8656344413757324,high,animals,reindeers
toy,jigsaw puzzle,no,0.7884886264801025,high,toys,jigsaw puzzles
vehicle,bike,yes,0.856165885925293,high,vehicles,bikes
food,underwear,no,0.15735949575901031,low,food,underwear
toy,slingshot,yes,0.4193500280380249,low,toys,slingshots
food,mop,no,0.14569860696792603,low,food,mops
tool,calamari,no,0.1048833578824997,low,tools,calamari
fastener,chain,yes,0.7423815131187439,high,fasteners,chains
tool,file,yes,0.9190858602523804,high,tools,files
animal,boa,no,0.3925805985927582,high,animals,boas
school supply,chalkboard,yes,0.6563935279846191,high,school supplies,chalkboards
animal,butterfly,yes,0.801519513130188,high,animals,butterflies
school supply,stapler,yes,0.6882758140563965,high,school supplies,staplers
office supply,coleslaw,no,0.1042536050081253,low,office supplies,coleslaws
women's clothing,tube top,yes,0.9049700498580933,high,women's clothes,tube tops
game,jigsaw puzzle,yes,0.8787069320678711,high,games,jigsaw puzzles
candy,cotton candy,yes,0.8155606985092163,low,candy,cotton candy
toy,noodle,no,0.1357196718454361,low,toys,noodles
food,cd player,no,0.1587219536304474,low,food,cd players
fruit,mango,yes,0.8873922824859619,high,fruits,mangoes
plant,television,no,0.08242650330066681,low,plants,televisions
food,oatmeal,yes,0.7841686010360718,high,food,oatmeal
food,rocking chair,no,0.1375553160905838,low,food,rocking chairs
fastener,pocketknife,no,0.7140386700630188,high,fasteners,pocketknives
sea animal,walrus,yes,0.8124566674232483,high,sea animals,walruses
vehicle,motorcycle,yes,0.8852348923683167,high,vehicles,motorcycles
clothing,insole,no,0.7315737009048462,high,clothing,insoles
vehicle,submarine,yes,0.8120377659797668,high,vehicles,submarines
weapon,mulberry,no,0.1271016150712967,low,weapons,mulberries
clothing,pants,yes,0.8643556237220764,high,clothing,pants
animal,lion,yes,0.8615979552268982,high,animals,lions
school supply,staple,no,0.6541637182235718,high,school supplies,staples
container,pie,no,0.11417360603809357,low,containers,pies
animal,goose,yes,0.883769690990448,high,animals,geese
furniture,wallpaper,no,0.7064366936683655,high,furniture,wallpapers
animal,rhinoceros,yes,0.8753273487091064,high,animals,rhinos
weapon,cleaver,yes,0.6852685213088989,high,weapons,cleavers
