item,idx,category,category_item,hypernym,hypernym_item,swapped-hyponym,swapped-hypernym,hypernym_question,swapped_question
1876,7501,trumpet,trumpets,musical instrument,musical instrument,musical instruments,trumpet,Is it true that trumpets are a type of musical instrument?,Is it true that musical instruments are a type of trumpet?
1877,7505,seafood,seafood,food,food,food,seafood,Is it true that seafood is a type of food?,Is it true that food is a type of seafood?
1878,7509,candle,candles,home decor,home decor,home decors,candle,Is it true that candles are a type of home decor?,Is it true that home decors is a type of candle?
1879,7513,treadmill,treadmills,electronic device,electronic device,electronic devices,treadmill,Is it true that treadmills are a type of electronic device?,Is it true that electronic devices are a type of treadmill?
1880,7517,leggings,leggings,women's clothing,women's clothes,women's clothes,legging,Is it true that leggings are a type of women's clothes?,Is it true that women's clothes are a type of legging?
1881,7521,leggings,leggings,clothing,clothing,clothing,legging,Is it true that leggings are a type of clothing?,Is it true that clothing is a type of legging?
1882,7525,step stool,step stools,furniture,furniture,furniture,step stool,Is it true that step stools are a type of furniture?,Is it true that furniture is a type of step stool?
1883,7529,marijuana,marijuana,plant,plant,plant,marijuana,Is it true that marijuana is a type of plant?,Is it true that a plant are a type of marijuana?
1884,7533,taco,tacos,food,food,foods,taco,Is it true that tacos are a type of food?,Is it true that foods is a type of taco?
1885,7537,egg,eggs,food,food,foods,egg,Is it true that eggs are a type of food?,Is it true that foods is a type of egg?
1886,7541,videogame,videogames,game,game,games,videogame,Is it true that videogames are a type of game?,Is it true that games are a type of videogame?
1887,7545,flute,flutes,musical instrument,musical instrument,musical instruments,flute,Is it true that flutes are a type of musical instrument?,Is it true that musical instruments are a type of flute?
1888,7549,juice,juices,drink,drink,drinks,juice,Is it true that juices are a type of drink?,Is it true that drinks are a type of juice?
1889,7553,turtleneck,turtlenecks,clothing,clothing,clothing,turtleneck,Is it true that turtlenecks are a type of clothing?,Is it true that clothing is a type of turtleneck?
1890,7557,board game,board games,game,game,games,board game,Is it true that board games are a type of game?,Is it true that games are a type of board game?
1891,7561,dandelion,dandelions,plant,plant,plants,dandelion,Is it true that dandelions are a type of plant?,Is it true that plants are a type of dandelion?
1892,7565,brush,brushes,tool,tool,tools,brush,Is it true that brushes are a type of tool?,Is it true that tools are a type of brush?
1893,7569,handle,handles,tool,tool,tools,handle,Is it true that handles are a type of tool?,Is it true that tools are a type of handle?
1894,7573,nacho,nachos,food,food,foods,nacho,Is it true that nachos are a type of food?,Is it true that foods is a type of nacho?
1895,7577,daisy,daisies,plant,plant,plants,daisy,Is it true that daisies are a type of plant?,Is it true that plants are a type of daisy?
1896,7581,key,keys,tool,tool,tools,key,Is it true that keys are a type of tool?,Is it true that tools are a type of key?
1897,7585,cannonball,cannonballs,weapon,weapon,weapons,cannonball,Is it true that cannonballs are a type of weapon?,Is it true that weapons are a type of cannonball?
1898,7589,lip gloss,lip glosses,toiletry,toiletry,toiletries,lip gloss,Is it true that lip glosses are a type of toiletry?,Is it true that toiletries are a type of lip gloss?
1899,7593,bottle,bottles,container,container,containers,bottle,Is it true that bottles are a type of container?,Is it true that containers are a type of bottle?
1900,7597,ticktacktoe,tick-tack-toe,game,game,game,tick-tack-toe,Is it true that tick-tack-toe is a type of game?,Is it true that a game are a type of tick-tack-toe?
1901,7601,microphone,microphones,electronic device,electronic device,electronic devices,microphone,Is it true that microphones are a type of electronic device?,Is it true that electronic devices are a type of microphone?
1902,7605,triangle,triangles,musical instrument,musical instrument,musical instruments,triangle,Is it true that triangles are a type of musical instrument?,Is it true that musical instruments are a type of triangle?
1903,7609,bike,bikes,vehicle,vehicle,vehicles,bike,Is it true that bikes are a type of vehicle?,Is it true that vehicles are a type of bike?
1904,7613,chalkboard,chalkboards,school supply,school supply,school supplies,chalkboard,Is it true that chalkboards are a type of school supply?,Is it true that school supplies are a type of chalkboard?
1905,7617,jigsaw puzzle,jigsaw puzzles,game,game,games,jigsaw puzzle,Is it true that jigsaw puzzles are a type of game?,Is it true that games are a type of jigsaw puzzle?
1906,7621,oatmeal,oatmeal,food,food,food,oatmeal,Is it true that oatmeal is a type of food?,Is it true that food is a type of oatmeal?
1907,7625,motorcycle,motorcycles,vehicle,vehicle,vehicles,motorcycle,Is it true that motorcycles are a type of vehicle?,Is it true that vehicles are a type of motorcycle?
1908,7629,pants,pants,clothing,clothing,clothing,pant,Is it true that pants are a type of clothing?,Is it true that clothing is a type of pant?
1909,7633,chicken wire,chicken wires,tool,tool,tools,chicken wire,Is it true that chicken wires are a type of tool?,Is it true that tools are a type of chicken wire?
1910,7637,lasagna,lasagna,food,food,food,lasagna,Is it true that lasagna is a type of food?,Is it true that food is a type of lasagna?
1911,7641,light switch,light switches,tool,tool,tools,light switch,Is it true that light switches are a type of tool?,Is it true that tools are a type of light switch?
1912,7645,mug,mugs,container,container,containers,mug,Is it true that mugs are a type of container?,Is it true that containers are a type of mug?
1913,7649,croissant,croissants,food,food,foods,croissant,Is it true that croissants are a type of food?,Is it true that foods is a type of croissant?
1914,7653,letter opener,letter openers,tool,tool,tools,letter opener,Is it true that letter openers are a type of tool?,Is it true that tools are a type of letter opener?
1915,7657,cereal,cereals,food,food,foods,cereal,Is it true that cereals are a type of food?,Is it true that foods is a type of cereal?
1916,7661,harp,harps,musical instrument,musical instrument,musical instruments,harp,Is it true that harps are a type of musical instrument?,Is it true that musical instruments are a type of harp?
1917,7665,popcorn,popcorn,food,food,food,popcorn,Is it true that popcorn is a type of food?,Is it true that food is a type of popcorn?
1918,7669,outfit,outfits,clothing,clothing,clothing,outfit,Is it true that outfits are a type of clothing?,Is it true that clothing is a type of outfit?
1919,7673,wire,wires,tool,tool,tools,wire,Is it true that wires are a type of tool?,Is it true that tools are a type of wire?
1920,7677,shower cap,shower caps,toiletry,toiletry,toiletries,shower cap,Is it true that shower caps are a type of toiletry?,Is it true that toiletries are a type of shower cap?
1921,7681,tape measure,tape measures,tool,tool,tools,tape measure,Is it true that tape measures are a type of tool?,Is it true that tools are a type of tape measure?
1922,7685,album,albums,home decor,home decor,home decors,album,Is it true that albums are a type of home decor?,Is it true that home decors is a type of album?
1923,7689,velcro,velcros,fastener,fastener,fasteners,velcro,Is it true that velcros are a type of fastener?,Is it true that fasteners are a type of velcro?
1924,7693,jug,jugs,container,container,containers,jug,Is it true that jugs are a type of container?,Is it true that containers are a type of jug?
1925,7697,horn,horns,musical instrument,musical instrument,musical instruments,horn,Is it true that horns are a type of musical instrument?,Is it true that musical instruments are a type of horn?
1926,7701,hairpin,hairpins,jewelry,jewelry,jewelries,hairpin,Is it true that hairpins are a type of jewelry?,Is it true that jewelries is a type of hairpin?
1927,7705,hairpin,hairpins,fastener,fastener,fasteners,hairpin,Is it true that hairpins are a type of fastener?,Is it true that fasteners are a type of hairpin?
1928,7709,radish,radishes,vegetable,vegetable,vegetables,radish,Is it true that radishes are a type of vegetable?,Is it true that vegetables are a type of radish?
1929,7713,radish,radishes,food,food,foods,radish,Is it true that radishes are a type of food?,Is it true that foods is a type of radish?
1930,7717,rope,ropes,tool,tool,tools,rope,Is it true that ropes are a type of tool?,Is it true that tools are a type of rope?
1931,7721,cannon,cannons,weapon,weapon,weapons,cannon,Is it true that cannons are a type of weapon?,Is it true that weapons are a type of cannon?
1932,7725,police car,police cars,vehicle,vehicle,vehicles,police car,Is it true that police cars are a type of vehicle?,Is it true that vehicles are a type of police car?
1933,7729,freezer,freezers,electronic device,electronic device,electronic devices,freezer,Is it true that freezers are a type of electronic device?,Is it true that electronic devices are a type of freezer?
1934,7733,freezer,freezers,kitchen equipment,kitchen equipment,kitchen equipment,freezer,Is it true that freezers are a type of kitchen equipment?,Is it true that kitchen equipment is a type of freezer?
1935,7737,drawer,drawers,container,container,containers,drawer,Is it true that drawers are a type of container?,Is it true that containers are a type of drawer?
1936,7741,ukulele,ukuleles,musical instrument,musical instrument,musical instruments,ukulele,Is it true that ukuleles are a type of musical instrument?,Is it true that musical instruments are a type of ukulele?
1937,7745,tamale,tamales,food,food,foods,tamale,Is it true that tamales are a type of food?,Is it true that foods is a type of tamale?
1938,7749,stroller,strollers,vehicle,vehicle,vehicles,stroller,Is it true that strollers are a type of vehicle?,Is it true that vehicles are a type of stroller?
1939,7753,worm,worms,animal,animal,animals,worm,Is it true that worms are a type of animal?,Is it true that animals are a type of worm?
1940,7757,breadbox,breadboxes,container,container,containers,breadbox,Is it true that breadboxes are a type of container?,Is it true that containers are a type of breadbox?
1941,7761,rocking chair,rocking chairs,furniture,furniture,furniture,rocking chair,Is it true that rocking chairs are a type of furniture?,Is it true that furniture is a type of rocking chair?
